GemName,carat,cut,clarity,depth,table,x,y,z,Lab_L,Lab_a,Lab_b,XYZ_X,XYZ_Y,XYZ_Z,Wavelength,Reflectance,Color
Topaz,0.58,Fair,SI2,62.43,62.01,5.26,9.11,2.13,61.85,1.88,-4.6,0.105,0.425,0.431,700,0.62,Green
Amethyst,0.32,Very Good,VVS2,64.54,66.72,3.46,7.26,2.31,65.75,3.51,2.79,0.276,0.352,0.528,650,0.46,FaintYellow
,1.41,Very Good,VS2,60.07,56.31,3.36,6.3,4.83,72.16,1.33,,0.512,0.391,0.592,500,0.46,Blue
Amethyst,0.64,Very Good,VS1,60.48,52.79,9.39,5.58,,77.3,1.74,-0.8,0.453,0.444,0.376,500,0.6,Green
Emerald,1.81,Premium,VVS2,64.03,64.77,9.58,3.84,4.59,68.73,3.21,3.19,0.17,0.499,0.384,650,0.56,FaintYellow
Diamond,3.91,Ideal,VS2,64.19,68.01,6.38,9.64,4.04,67.61,2.94,-3.97,0.1,0.113,0.475,450,0.44,
Topaz,3.64,Very Good,IF,61.5,63.14,8.94,4.85,2.83,67.02,1.89,4.93,0.231,0.134,0.223,600,0.3,White
Amethyst,3.13,Fair,VVS2,63.2,66.92,8.6,8.61,4.09,61.06,1.19,0.64,0.485,0.469,0.483,500,0.38,FaintYellow
Emerald,4.29,Ideal,SI2,60.05,69.97,7.06,3.08,5.99,78.76,3.41,-3.75,0.433,0.404,0.175,550,0.54,Blue
Topaz,1.55,Fair,VS1,58.88,59.99,8.26,5.67,3.01,60.88,4.54,-4.86,0.429,0.268,0.395,650,0.44,White
Diamond,4.45,Very Good,IF,63.64,68.71,9.51,7,6.31,71.24,4.08,-1.64,0.449,0.471,0.59,700,0.45,Red
Ruby,2.12,Premium,VVS2,62.77,56.89,6.96,5.2,3.03,75.87,1.81,-2.79,0.236,0.371,0.291,,0.63,LightYellow
Ruby,2.12,Ideal,VS2,57.42,64.91,6.58,4.36,4.05,,3.79,-0.36,,0.371,0.305,550,0.43,Red
Amethyst,2.15,Ideal,SI1,55.48,68.03,3.02,3.5,5.25,63.69,1.93,-0.34,0.59,0.429,0.505,550,0.65,Blue
Emerald,0.67,Very Good,SI1,60.66,60.42,,9.92,5.49,60.65,4.06,-3.44,0.24,0.52,0.374,700,0.65,LightYellow
Amethyst,4.88,Very Good,VS1,63.42,62.53,8.72,9.2,3.4,75.37,4.02,1.59,0.533,0.233,0.547,400,0.35,Blue
Amethyst,0.86,Very Good,VS2,57.47,69.41,8.33,5.19,2.07,61.23,1.88,-0.88,0.553,0.597,0.217,650,0.58,Violet
Topaz,1.84,Good,IF,62.67,55.02,7.52,3.11,4.82,68.74,1.08,1.33,0.299,0.284,0.476,,0.6,LightYellow
Ruby,1.73,Premium,SI2,59.14,57.12,3.17,6.78,3.45,67.1,3.09,3.64,0.137,0.383,0.562,500,0.45,LightYellow
Topaz,,Premium,IF,58.36,65.45,9.48,5.25,4.35,62.68,,-3.31,0.597,0.521,0.336,550,0.69,Blue
Emerald,0.93,Very Good,IF,56.73,56.82,6,3.81,2.29,70.62,2.09,-0.67,0.147,0.336,0.427,500,0.65,Green
Topaz,0.42,Good,VVS2,64.34,60.02,7,8.53,3.76,63.02,,3.41,0.514,0.183,0.379,650,0.46,Blue
Amethyst,1.6,Very Good,VS1,57.26,51.01,5.78,5.37,4.84,73.29,2.84,2.22,0.274,0.6,0.399,550,0.59,Red
Ruby,4.36,Very Good,SI2,57.79,61.31,5.44,9.81,2.37,75.94,3.91,-1.95,0.405,0.513,0.426,600,0.7,White
Diamond,1.83,Premium,SI1,58.31,62.54,6.57,7.94,4.13,64.62,1.78,2.56,0.25,0.167,0.22,600,0.67,Blue
Diamond,0.79,Good,IF,57.85,51.65,6.46,8.88,3.97,74.8,1.37,-1.18,0.287,,0.236,600,0.4,White
Ruby,3.3,Premium,VS2,56.63,54.88,5.49,7.35,3.4,72.93,2.08,4.71,0.242,0.249,0.268,500,0.68,Green
Amethyst,4.98,Very Good,VS1,58.54,58.66,8.63,6.93,6.44,65.4,2.99,-2.45,0.203,0.389,0.193,550,0.55,Blue
Ruby,1.32,Fair,SI1,59.72,65.62,3.35,6,6.38,63.9,1.56,-3.22,0.281,0.167,0.528,650,0.34,White
Diamond,1.54,Ideal,VS2,60.52,50.43,3.82,3.58,,77.49,1.92,3.79,0.533,0.477,0.254,500,0.58,LightYellow
Sapphire,4.86,Very Good,SI2,56.56,56.63,3.58,8.16,2.85,64.03,2.98,-0.03,0.141,0.475,0.388,450,0.7,LightYellow
Topaz,1.06,Good,VS2,62.79,50.1,6.95,5.38,4.1,61.57,3.89,2.44,0.106,0.209,0.164,400,0.43,White
Emerald,2.65,Fair,SI2,58.12,60.43,5.89,4.38,5.82,66.36,1.11,4.5,0.218,0.293,0.373,400,0.32,LightYellow
Amethyst,1.35,Good,IF,64.18,59.98,6.16,3.8,3.55,78.09,3.28,-3.03,0.523,0.357,0.363,400,0.43,Blue
Emerald,4.68,Very Good,VS1,58.3,65.11,7.04,3.55,3.53,71.72,2.54,-4,0.565,0.44,0.349,450,0.41,LightYellow
Emerald,4.91,Very Good,VVS1,63.63,50.08,5.27,6.33,5.64,74.36,3.25,-2.83,0.506,0.277,,550,0.36,Violet
Ruby,4.11,Ideal,SI2,58.53,65.17,4.28,8.86,4.83,64.38,3.56,-3.85,0.119,0.123,0.143,500,0.55,Blue
Diamond,1.71,Good,VVS2,60.06,67.82,5.15,3.9,3.82,69.88,1.15,4.62,0.198,0.237,0.593,600,0.32,Violet
Diamond,2.14,Fair,VVS1,58.72,56.35,9.96,6.6,4.33,75.82,3.15,2.13,0.265,,0.552,650,0.39,Violet
Topaz,1.36,Ideal,VVS2,58.87,56.67,9.67,5.65,4.68,67.4,4.78,1.56,0.442,0.301,0.197,700,0.7,White
Topaz,4.48,Good,VS1,61.19,50.02,9.7,6.78,2.73,74.32,2.69,4.52,0.264,0.592,0.425,450,0.55,Blue
Amethyst,4.59,Very Good,SI1,61.93,58.58,3.19,3.41,4.15,71.66,4.65,4.78,0.347,0.287,0.44,650,0.35,Red
Sapphire,2.21,Ideal,IF,,62.26,3.63,6.75,4.35,66.71,4.89,4.13,0.12,0.514,0.152,500,0.69,
Topaz,3.35,Very Good,VS1,60.69,52.45,3.32,6.85,6.48,68.27,3.48,1.6,0.118,0.11,0.146,700,0.43,
Diamond,0.99,Premium,VVS1,57.17,63.14,8.71,9.09,3.14,,3.07,-0.03,,0.325,0.353,550,0.34,Blue
Topaz,2.29,Premium,VS2,64.9,57.31,9.94,4.4,3.12,74.98,4.09,-4.56,0.153,0.316,0.54,450,0.5,FaintYellow
Amethyst,3.23,Ideal,VVS2,61.84,63.46,6.8,8.7,5.42,77.83,4.16,3.77,0.238,0.556,0.115,600,0.7,FaintYellow
Sapphire,2.05,Ideal,VVS2,58.75,55.02,7.91,8.26,3.51,70.78,3.49,-4,0.102,0.237,0.248,500,0.7,Blue
Amethyst,1.92,Good,VVS1,64.68,65.49,5.47,9.4,2.25,68.88,1,-4.14,0.374,0.328,0.546,700,0.49,Blue
Topaz,0.2,Fair,IF,64.58,60.98,8.36,9.39,6.31,75.62,3.61,1.56,0.372,0.427,0.262,450,0.46,FaintYellow
Diamond,4.06,Fair,VS1,55.8,60.66,7.59,8.36,2.19,67.72,4.52,3.31,0.323,0.466,0.177,450,0.64,Red
Amethyst,4.47,Premium,VVS1,55.2,59.76,8.61,9.48,6.14,71.86,1.27,1.86,0.493,0.588,0.282,650,0.53,Violet
Ruby,4.85,Premium,SI2,55.44,66.84,6.5,4.81,5.66,75.21,2.2,-1.35,0.292,0.591,0.555,500,0.59,
Ruby,3.65,Premium,VS1,61.85,61.09,4.36,4.09,4.75,78.5,4.43,3.29,0.224,0.378,0.25,500,0.48,Red
Emerald,2.83,Very Good,SI2,62.11,53.19,6.33,4.96,5.97,77.78,3.5,-4.95,0.267,0.441,0.297,600,0.52,Green
Sapphire,1.49,Fair,IF,62.24,62.52,5.18,8.88,2.88,73.21,1.46,-3.35,0.445,0.149,0.228,600,0.48,White
Ruby,5,Ideal,VS2,61.3,60.28,7.86,5.19,2.84,60.41,3.39,0.01,0.574,0.529,0.225,,0.33,Violet
Amethyst,3.03,Premium,SI2,57.85,51.38,3.96,8.73,4,74.77,3.47,3.78,0.452,0.271,0.298,700,0.5,White
Amethyst,3.47,Good,VS1,56.67,61.62,5.32,5.6,6.48,66.62,1.44,-3.96,0.596,0.379,0.201,650,0.47,Violet
Ruby,3.48,Ideal,SI2,64.28,51.59,3.05,8.6,2.04,76.67,1.69,0.02,0.403,0.549,0.409,400,0.51,LightYellow
Emerald,4.26,Ideal,IF,64.13,64.5,8.71,8.93,2.64,60.54,3.33,-2.94,0.574,0.166,0.253,450,0.39,Blue
Sapphire,0.25,Ideal,VVS1,57.42,63.1,5.85,7.75,5.24,62.27,2.65,-2.84,0.171,0.529,0.409,500,0.63,White
Diamond,1.26,Fair,SI1,56.68,59.87,8.43,9.86,3.16,73.8,1.92,3.42,0.219,0.179,0.411,500,0.55,FaintYellow
Diamond,3.39,Premium,VS2,58.75,64.98,3.68,8.11,4.49,65.32,3.51,-3.32,0.43,0.255,0.548,400,0.61,Blue
Amethyst,4.5,Good,VS2,55.48,55.61,4.36,4.72,5.21,66.36,1.44,-4.32,0.345,0.433,0.384,450,0.47,Violet
Emerald,3.49,Very Good,VS2,56.62,58.93,8.95,9.89,5.78,68,1.45,-4.14,0.282,0.468,0.521,450,0.57,Green
Topaz,2.18,Good,VVS2,58.8,50.31,7.17,7.79,4.51,63.8,1.04,-1.5,0.277,0.475,0.458,450,0.6,Red
Topaz,1.94,Good,SI1,57.39,69.77,3.04,6.05,,77.19,3.62,0.41,0.251,0.557,0.182,450,0.51,Green
Topaz,3.74,Good,IF,62.37,51.13,9.34,6.44,5.12,61.77,4.73,-4.89,0.505,0.245,0.155,600,0.67,LightYellow
Emerald,3.76,Very Good,VS1,64.05,52.09,9.88,8.36,4.25,63.4,1.08,4.94,0.277,0.484,0.539,650,0.32,LightYellow
,3.11,Good,VVS1,64.09,59.9,7.63,8.27,5.12,67.63,2.61,4.39,0.138,0.596,0.128,450,0.68,LightYellow
Sapphire,1.6,Good,SI2,61.04,57.52,8.09,8.89,2.26,67.52,1.7,-0.35,0.176,0.137,0.224,450,0.66,Violet
Emerald,4.64,Premium,SI2,62.03,60.65,3.94,4.69,2.02,61.04,3.58,-3.54,0.347,0.2,0.435,400,0.63,Blue
Topaz,2.85,Premium,VS2,59.94,66.7,8.36,9.64,6.08,66.77,2.79,-3.39,0.164,0.557,0.417,600,0.54,Blue
Ruby,3.99,Premium,VS2,56.47,53.17,3.69,4.83,4.56,75.29,3.36,-1.1,0.516,0.229,0.549,400,0.32,FaintYellow
Ruby,1.23,Ideal,VS2,61.35,62.79,9.23,6.36,2.8,77.81,4.36,4.13,0.557,0.573,0.23,700,0.35,
Ruby,1.85,Good,IF,58.5,50.36,6.53,4.48,5.17,62.48,3.28,-0.87,0.133,0.362,0.232,600,0.59,Green
Emerald,4.4,Fair,VVS1,55.06,65.8,3.99,6.04,5.18,73.03,,-1.13,0.536,0.37,0.28,400,0.7,White
Sapphire,0.44,Fair,IF,60.75,66.31,3.62,7.55,6.12,78.53,1.57,4.18,0.443,0.152,0.595,500,0.59,Red
Sapphire,2.66,Fair,VVS1,56.98,57.59,6.08,6.44,5.45,66,2.85,4.94,0.263,0.193,0.134,650,0.35,Blue
Ruby,2.51,Very Good,VS1,63.87,53.47,3.04,4.74,,77.53,3.51,-1.16,0.226,0.537,0.275,600,0.67,FaintYellow
Diamond,3.81,Premium,SI2,64.34,66.22,9.73,5.71,5.76,63.13,3.83,4.63,0.303,0.461,0.154,600,0.32,Green
Topaz,1.55,Premium,VVS2,56.62,68.18,4.19,7.16,3.32,77.22,1.33,-3.7,0.4,0.164,0.49,550,0.6,FaintYellow
Sapphire,1.25,Premium,VVS1,55.29,51.51,5.94,9.28,4.35,68.53,3.74,-3,0.22,0.17,0.226,500,0.33,White
Amethyst,4.65,Very Good,SI1,55.04,61.6,7.25,5.97,2.16,76.51,1.78,-0.65,0.54,0.557,0.125,500,0.31,FaintYellow
Emerald,2.94,Good,IF,64.13,68.76,7.72,7.02,2.19,64.21,3.64,-1.17,0.114,0.492,0.346,550,,FaintYellow
Ruby,0.7,Ideal,IF,56.52,62.87,6.95,9.38,5.97,61.38,2.12,-2.7,0.135,0.16,0.42,400,0.44,Red
Emerald,1.13,Premium,IF,59.35,66.41,4.25,8.89,2.23,71.92,3.36,-0.24,0.339,0.384,0.517,400,0.47,LightYellow
Ruby,4.99,Good,VVS2,55.57,54.6,6.3,4.3,4.47,65.33,1.62,2.34,0.271,0.592,0.107,700,0.5,White
Diamond,1.14,Fair,VVS1,58.73,52.05,5.26,5.53,6.18,76.13,4.84,-3.43,0.256,0.364,0.478,600,0.46,Red
Topaz,3.13,Ideal,VVS1,62.85,57.52,3.63,8.52,2.92,76.5,3.8,-1.36,0.328,0.147,0.171,650,0.66,Blue
Emerald,2.22,Fair,VVS1,59.07,57.9,5.71,8.12,3.99,74.47,2.02,-4.69,0.387,0.339,0.484,400,0.33,White
Sapphire,4.45,Good,VVS1,62.76,65.72,7.26,8.37,4.91,69.95,4.33,4.55,0.174,,0.177,550,0.44,LightYellow
Diamond,3.82,Good,VS2,61.89,58.13,3.71,4.12,4.53,78.46,4.83,2.61,0.525,0.358,0.251,450,0.4,
Ruby,3.07,Fair,VS2,60.17,54.73,4.15,6.22,3.64,71.71,,-1.74,0.272,0.472,0.126,500,0.39,Green
Diamond,0.25,Ideal,SI1,62.38,67.73,3.6,7.87,5.54,63.6,2.4,-3.26,0.346,0.349,0.287,650,0.39,White
Sapphire,4.42,,IF,63.79,65.65,3.01,5.84,,71.64,1.76,0.3,0.383,0.167,0.223,400,0.59,Green
Amethyst,2.33,Fair,SI2,62.93,63.35,9.56,6.95,3.74,71.52,3.47,-2.76,0.424,0.481,0.163,550,0.43,FaintYellow
Ruby,4.67,Fair,VS2,61.92,54.14,8.87,8.32,2.1,72.8,2,0.43,0.156,0.223,0.245,650,0.61,Blue
Topaz,2.58,Ideal,SI2,62.02,54.1,4.62,6.53,5.89,61.99,4.55,-0.93,0.522,0.107,0.104,550,0.53,Blue
Ruby,3.53,Very Good,SI2,56.61,59.83,7.04,7.27,6.5,73.77,2.09,0.55,0.132,0.174,0.539,550,0.45,Green
Ruby,0.53,Ideal,VVS1,64.51,60.62,8.61,5.4,5.34,68.07,1.42,0.38,0.209,0.425,0.324,600,0.48,Violet
Topaz,3.78,Fair,VVS1,57.06,55.12,5.57,5.56,6.37,72.21,4.96,-4.95,0.149,0.571,0.322,700,0.43,Red
Emerald,1.82,Premium,VS2,58.49,,8.17,4.31,4.23,78.42,2.55,2.01,0.482,0.48,0.429,500,0.4,Violet
Sapphire,1.89,Premium,VS1,60.18,57.26,9.08,9.94,4.62,66.77,3.62,0.87,0.457,0.261,0.183,700,0.51,Red
Emerald,0.77,Good,SI1,56.26,58.58,6.49,7.25,5.98,71.04,2.06,1.05,0.249,0.308,0.527,650,,White
Amethyst,0.9,Very Good,SI2,60.94,51.05,9.22,4.36,4.36,75.41,2,-2.27,0.491,0.388,0.147,400,0.4,White
Sapphire,1.09,Good,SI2,56.83,61.29,4.47,4.15,2.32,62.42,2.72,4.54,0.555,0.134,0.306,550,0.69,Green
Sapphire,1.78,Good,IF,64.23,50.04,9.31,4.6,5.32,67.09,4.39,-1.26,0.192,0.565,0.473,650,0.41,Red
Topaz,4.48,Premium,VVS2,63.89,53.02,8.64,8.02,2.63,62.72,3.25,-2.56,0.284,0.278,0.309,400,0.35,Blue
Topaz,1.97,Ideal,SI1,60.44,52.94,8.88,6.49,3.54,76.79,,-4.68,0.365,0.313,0.278,500,0.46,FaintYellow
Diamond,3.68,Good,IF,59.49,63.75,3.03,6.75,5.8,75.44,2.54,0.95,0.252,0.13,0.407,550,0.35,Blue
Emerald,0.6,Good,IF,56.03,59.72,7.65,7.87,3.25,66.33,1.99,3.34,0.432,0.177,0.525,400,0.67,Green
Amethyst,3.04,Very Good,IF,63.23,66.72,5.8,,6.21,60.59,4.04,-3.08,0.517,0.243,0.442,400,0.64,Green
Amethyst,2.51,Premium,SI1,,55.3,7.23,8.23,5.67,,1.06,1.81,0.465,0.224,0.181,550,0.4,Blue
Sapphire,4.89,Ideal,SI2,57.46,54.21,3.59,3.56,6.36,60.35,4.75,-4.96,0.572,0.253,0.411,650,0.37,Green
Sapphire,4.26,Very Good,SI1,64.95,66.06,4.66,8.83,2.47,65.84,4.08,0.95,0.294,0.258,0.584,400,0.47,Violet
Sapphire,2.38,Ideal,VS2,61.68,58.88,5.46,4.22,3.33,64.21,2.28,-4.29,0.191,0.465,0.36,500,0.5,Green
Diamond,3.92,Ideal,SI2,55.74,55.48,8.03,7.44,5.56,64.67,4.35,3.97,0.535,0.131,0.27,500,0.49,Green
Emerald,1.13,Good,IF,63.01,58.37,6.87,4.58,5.03,73.79,2.36,-2.14,0.594,0.308,0.41,450,0.59,Violet
Emerald,2.9,Very Good,VVS1,62.5,58.51,3.1,8.78,5.44,74.17,2.27,-0.1,0.324,0.164,0.132,650,0.64,Blue
Ruby,0.56,Good,IF,59.01,61.44,5.34,8.36,5.93,74.13,2.23,,0.195,0.495,0.476,600,0.37,Red
Topaz,1.87,Fair,VVS1,56.24,50.75,,4.23,3.23,76.4,2.61,0.79,0.244,0.596,0.258,650,0.53,
Topaz,1.28,Ideal,VS2,59.97,,4.26,6.85,6.38,75.87,4.31,-1.86,0.321,0.408,0.131,500,0.55,Red
Topaz,3.65,Very Good,VS2,62.63,59.34,4.66,8.05,5.42,72.54,2.04,4.25,0.17,0.415,0.448,600,0.41,Red
Sapphire,2.55,Premium,IF,55.76,60.85,5.15,4.18,6.27,64.54,3.48,-1.75,0.296,0.105,0.177,500,0.42,Green
Emerald,3.81,Good,SI1,56.63,53.18,4.88,4.02,2.49,67.07,1.66,0.23,0.448,0.345,0.169,450,0.56,Blue
Emerald,2.67,Fair,VVS1,61.19,53.87,3.85,5.63,4.51,68.23,4.96,-0.99,0.36,0.371,0.235,400,0.36,White
Emerald,0.62,,VVS1,60.6,64.55,5.19,9.43,5.67,74.14,1.89,-2.69,0.492,0.58,0.254,400,0.44,Green
Amethyst,3.73,Fair,VVS1,64.05,65.71,,3.47,2.4,70.73,4.33,4.9,0.153,0.131,0.328,700,0.39,White
Amethyst,,Good,VVS1,63.15,51.5,7.73,5.51,4.18,74.85,1.94,1.74,0.519,0.155,0.509,550,0.53,White
Sapphire,4.54,Premium,VVS2,64.19,69.8,7.5,8.64,5.59,63.18,2.79,0.12,0.267,0.289,0.56,550,0.65,LightYellow
Emerald,2.95,Very Good,VS2,59.66,58.66,4.14,5.41,2.22,64.65,2.04,1.48,0.277,0.312,0.112,700,0.42,LightYellow
Amethyst,3.82,Ideal,VVS1,62.88,61.72,7.3,3.39,5.23,61.14,3.95,0.1,0.396,0.385,0.256,450,0.41,Blue
Sapphire,3.81,Premium,VVS2,55.49,61.87,5.51,7.43,6.36,71.7,3.65,2.56,0.46,0.576,0.382,600,0.43,Violet
Amethyst,0.95,Good,VVS2,57.94,56.92,8.75,9.71,2.25,79.3,1.47,-2.85,0.177,0.405,0.299,550,0.65,Violet
Amethyst,0.99,Very Good,VS2,61.44,60.9,5.54,7.06,6.13,70.87,4.21,4.88,0.11,0.52,0.524,650,0.38,FaintYellow
Topaz,0.54,Ideal,VS1,62.64,61.67,9.84,8.7,3.89,64.41,4.6,-2.04,0.238,0.391,0.155,650,0.33,Green
Topaz,1.74,Very Good,IF,60.7,65.22,7.3,3.1,2.11,72.33,1.26,-1,0.264,0.338,0.487,400,0.31,FaintYellow
Emerald,2.47,Ideal,VS2,59.81,63.24,6,7.62,3.57,73.6,1.39,4.69,0.176,0.549,0.396,550,0.59,LightYellow
Ruby,4.99,Ideal,VS1,57.33,58.93,6.52,4.06,3.37,71.56,1.24,-2.44,0.484,0.113,0.323,700,0.42,Violet
Ruby,2.27,Fair,SI1,56.74,53.83,4.23,7.89,3.12,67.44,2.04,-3.31,0.428,0.419,0.403,400,0.65,FaintYellow
Emerald,3.69,Good,IF,63.75,50.5,7.76,6.99,5.73,76.59,4.75,1.25,0.202,0.505,0.586,650,0.55,FaintYellow
Diamond,3.53,Premium,IF,56.42,63.04,9.74,4.55,4.04,69.83,1.76,4.65,0.178,0.224,0.138,700,0.32,White
Diamond,1.18,,IF,59.35,59.55,6.6,7.1,3.39,79.78,4.85,4.93,,0.128,0.258,650,0.57,Blue
Topaz,0.48,Fair,VVS2,63.88,69.31,9.95,7.73,3.4,64.87,2.21,-2.62,0.528,0.153,0.392,700,0.3,White
Diamond,2.82,Very Good,VVS1,56.48,51.97,4.05,9.31,6.46,,4.1,,0.288,0.495,0.423,700,0.5,FaintYellow
Amethyst,3.56,Ideal,IF,56.28,51.45,7.46,9.22,4.78,61.5,3.37,2.88,0.415,0.19,0.147,600,0.51,Red
Emerald,4.99,Ideal,SI2,61.93,53.63,7.75,9.55,2.19,67.98,1.89,-3.45,0.212,,0.19,450,0.37,FaintYellow
Emerald,1.92,Very Good,VVS1,58.32,57.54,5.18,8.89,6,64.97,4.45,-1.75,0.553,0.331,0.144,700,0.42,FaintYellow
Sapphire,4.5,Good,IF,59.36,53.5,,6.79,5.27,76.66,1.18,0.53,0.508,0.237,0.385,450,0.45,LightYellow
Ruby,2.03,Ideal,VVS2,61.26,59.28,9.62,8.94,2.95,70.4,1.04,-2.58,0.516,0.572,0.544,600,0.33,Green
Diamond,3.51,Fair,SI1,58.79,56.79,7.28,8.06,2.51,61.2,2.74,-4.75,0.105,0.276,0.572,400,0.41,FaintYellow
Topaz,3.07,Fair,IF,63,,8.47,8.17,3.7,67.15,2.68,-4.81,,0.151,0.277,550,0.44,Red
Sapphire,0.45,Ideal,VS2,64.69,69.33,8.08,4.08,2.94,73.91,3.63,4.71,0.113,0.231,0.238,650,0.65,White
Topaz,0.58,Ideal,SI2,64.33,57.3,7.28,4.26,5.16,69.72,1.13,-0.15,0.524,0.199,0.119,400,0.58,White
Sapphire,0.3,Good,VS1,60.45,65.84,3.34,4.26,2.78,67.04,3.73,4.72,0.186,0.292,0.307,650,0.64,Violet
Diamond,1.98,Ideal,IF,58.55,54.83,7.64,4.46,4.36,63.1,3.18,-1.21,0.462,0.232,0.105,,0.43,Red
Emerald,3.78,Good,SI2,59.34,51.15,5.41,5.93,4.87,73.31,2.31,3.19,0.224,0.577,0.524,500,0.69,Green
Topaz,1.03,Fair,VS1,58.3,50.81,6.28,5.21,5.01,63.56,2.91,-3.6,0.517,0.552,0.343,,0.5,Blue
Amethyst,3.11,Good,VS1,59.42,50.58,8.96,3.34,5.45,77.41,1.26,-4.45,0.257,0.451,0.587,550,0.37,FaintYellow
,1.59,Ideal,SI2,55.13,64.72,9.78,8.07,4.26,79.79,2.78,-1.49,0.12,0.555,0.222,400,0.51,LightYellow
Diamond,4.03,Premium,VVS2,55.55,56.84,7.86,5.82,2.95,71.05,3.19,-4.6,0.124,0.422,0.349,500,0.59,Violet
Emerald,4.03,Ideal,SI1,62.71,66.48,4.62,3.55,3.53,62.34,3.58,-0.13,0.529,0.486,0.506,550,0.66,Blue
Topaz,3.92,Premium,VS1,58.35,67.48,5.22,8.52,3.71,73.71,1.04,1.39,0.547,0.511,0.21,500,0.38,Blue
Sapphire,2.72,Fair,VVS2,62.94,56.11,3.97,3.14,5.09,62.66,4.07,-3.82,0.473,0.175,0.308,700,0.46,Red
Sapphire,1.57,Very Good,SI1,59.8,55.78,7.06,6.92,4.82,78.04,2.2,-0.77,0.586,0.426,0.533,500,0.51,LightYellow
Sapphire,4.09,Fair,IF,63.06,56.16,,8.3,4.23,71.72,2.43,4.11,0.557,0.366,0.442,600,0.67,Red
Emerald,1.09,Fair,VVS1,61.64,59.51,8.68,5.61,4.13,76.01,4,0.66,0.459,0.532,0.425,700,0.39,Green
Emerald,1.59,,VVS2,57.01,50.32,6.81,7.02,2.27,72.5,4.93,-0.05,0.106,0.409,0.387,550,0.63,FaintYellow
,1.08,Good,VS1,59.48,50.22,9.59,,5.1,70.52,3.18,1.44,0.194,0.43,0.363,700,0.31,Blue
Ruby,3.44,Fair,VS1,62.04,,9.28,4.66,5.62,70.5,1.43,3.87,0.209,0.387,0.338,550,0.57,Green
Ruby,3.49,Very Good,IF,58.31,66.16,5.53,7.65,6,74.79,3.53,3.04,0.24,0.236,0.154,700,0.44,Red
Amethyst,3.33,Ideal,SI2,56.93,54.08,6.85,,2.09,78.05,5,-2.46,0.235,0.38,0.284,700,0.6,LightYellow
Diamond,2.19,Premium,VVS2,60.4,61.88,5.07,3.8,5.94,64.38,1.01,-4.66,0.195,0.591,0.347,500,0.32,White
Topaz,0.68,Fair,IF,57.74,54.32,,9.76,5.94,62.28,1.21,-2.04,0.343,0.416,0.584,500,0.69,Red
Diamond,4.57,Premium,VVS2,60.94,64.68,6.16,5.76,4.98,61.13,2.78,4.01,0.58,0.533,0.266,400,0.54,FaintYellow
Diamond,2.64,Fair,VVS1,57.72,58.41,8.25,9.47,3.25,77.33,1.06,-0.59,0.123,0.358,0.207,650,0.31,Red
Amethyst,,Good,VS2,64.07,66.46,7.44,6.78,6.02,62.45,2.32,2.5,0.185,0.316,0.113,500,0.33,White
Ruby,3.03,Premium,IF,58.44,,9.49,7.51,3.56,72.57,1.86,,0.282,0.24,0.334,,0.49,Blue
Diamond,1.13,Fair,VS1,64.07,61.11,,4.23,4.61,66.27,3.39,1.18,0.405,0.589,0.208,550,0.58,Violet
Amethyst,0.84,Fair,IF,57.79,68.01,3.99,9.19,3.98,71.27,1.87,-3.13,0.167,0.576,0.418,500,0.54,FaintYellow
Diamond,2.15,Very Good,SI2,61.04,50.68,4.87,3.61,5.99,61.7,2.19,0.19,0.38,0.534,0.38,500,0.36,FaintYellow
Diamond,1.29,Very Good,VVS2,56.3,59.25,3.88,9.91,3.16,71.61,4.75,-0.28,0.167,0.526,0.381,500,0.57,Violet
Emerald,1.37,Very Good,,62.78,60.07,8.56,5.74,3.49,77.56,3.61,1.4,0.202,0.342,0.327,500,0.62,White
Sapphire,4.48,Good,VVS1,57,58.32,9.65,4.15,3.84,65.32,4.11,3.37,0.109,0.42,0.449,550,0.68,White
Ruby,2.75,Premium,VVS2,63.64,56.3,4.58,7.24,5.85,66.43,3.14,-4.67,0.58,0.129,0.408,550,0.63,Green
Amethyst,2.52,Good,SI2,59.52,64.46,8.36,9.06,3.43,64.36,1.43,-1.74,0.231,0.116,0.488,450,0.35,Violet
Amethyst,3.51,Ideal,SI2,55.95,61.05,6.06,5.78,3.3,62.6,2.77,2.52,0.406,0.255,0.465,400,0.45,Violet
Ruby,4.77,Fair,SI1,58.64,51.65,5.49,3.06,5.58,61.45,1.85,3.23,0.224,0.406,0.158,400,0.56,Green
Sapphire,0.74,Fair,SI2,62.8,69.01,9.91,9.11,3.74,73.4,2.05,-3.2,0.563,0.466,0.587,500,0.68,FaintYellow
Ruby,4.2,Fair,VS1,55.76,67.75,5.42,7.07,4.99,66.93,4.37,-1.45,0.123,0.301,0.211,400,0.32,Green
Ruby,3,,VS1,61.26,57.07,7.63,3.65,5.94,69.16,4.58,0.01,0.347,0.489,0.475,550,0.67,Green
Sapphire,0.9,Fair,VVS2,60.07,54.92,7.99,9.34,3.02,66.43,1.9,0.81,0.263,0.521,0.491,500,0.52,Blue
Amethyst,1.63,Very Good,SI1,58.1,62.57,8.41,8.41,4.09,74.89,2.77,-1.05,0.283,0.269,0.378,550,0.57,Violet
Topaz,2.52,Ideal,VVS1,62.56,50.87,9.03,6.73,4.19,73.65,4.88,2.13,0.15,0.586,0.155,700,0.36,Blue
